1847,2.9955476921042976
1848,2.951518146724174
1849,2.89390182448249
1850,2.8342083771044946
1851,2.8581823641536497
1852,2.965933397717402
1853,3.03331853841315
1854,2.988226287110767
1855,2.939716187790105
1856,2.941170049605247
1857,2.968248183658769
1858,2.972105579409853
1859,2.908900484551076
1860,2.894540767827381
1861,3.020976054603392
1862,3.11486600095112
1863,3.16889968131185
1864,3.2959406921210075
1865,3.4564570278757403
1866,3.5630481316718603
1867,3.581194969915579
1868,3.5455625610175527
1869,3.4992070970386515
1870,3.4619974957621276
1871,3.4441076401363446
1872,3.467492283821239
1873,3.517169433759149
1874,3.5407833472489463
1875,3.5041971451288365
1876,3.4175655228564663
1877,3.346059573666989
1878,3.3252970047765356
1879,3.3369237542802153
1880,3.3583393083807684
1881,3.3961745528546015
1882,3.47079687913902
1883,3.56947918365453
1884,3.6523408590096826
1885,3.7020942861188537
1886,3.679439638868561
1887,3.591907774148704
1888,3.463338296260773
1889,3.2827628179561454
1890,3.0945817731124623
1891,3.0307387072300016
1892,3.2007039016542187
1893,3.555109978782302
1894,3.9765017477542983
1895,4.378006789907385
1896,4.573506842193675
1897,4.588487443207571
1898,4.556225616947662
1899,4.514864215928913
1900,4.466157574306632
1901,4.446767158618897
1902,4.474472333365002
1903,4.4422813399095835
1904,4.26780779794346
1905,4.077397725337329
1906,3.9648617782521653
1907,3.893449285342235
1908,3.8397531293615588
1909,3.8282144370595295
1910,3.889636574344058
1911,4.01468852083186
1912,4.144595176582543
1913,4.221957259549325
1914,4.270788108280273
1915,4.266161521685367
1916,4.140303062603717
1917,4.009750442660854
1918,3.9947593630550973
1919,4.152444513602231
1920,4.429073737098072
1921,4.619448705927782
1922,4.633787775498569
1923,4.582141122251862
1924,4.583035150281415
1925,4.608943871864822
1926,4.53891624192077
1927,4.272400702560548
1928,4.005155716650196
1929,4.095798062236124
1930,4.3901755259707835
1931,4.550770856277209
1932,4.529146485577707
1933,4.4150610298978785
1934,4.281606134428978
1935,4.221084591878582
1936,4.26988773987366
1937,4.365738341633811
1938,4.440093928983636
1939,4.460273572362892
1940,4.525411419663113
1941,4.701977757729079
1942,4.826395123277441
1943,4.815134115957298
1944,4.765780678580505
1945,4.75700719146989
1946,4.7638025320730755
1947,4.701146974383548
1948,4.527123223868134
1949,4.465890553055913
1950,4.714565759745403
1951,5.03347318364232
1952,5.135838592895895
1953,4.961126036398251
1954,4.695843180841565
1955,4.595365236448753
1956,4.646205973492623
1957,4.509218768268227
1958,4.182322125198399
1959,4.123022447989939
1960,4.424156858602142
1961,4.803608688477194
1962,5.110959972384496
1963,5.318294141741379
1964,5.336291906538702
1965,5.169145594663178
1966,4.9305442632095815
1967,4.653728784257535
1968,4.481278861743478
1969,4.499316056167084
1970,4.55274049521439
1971,4.5474940990213355
1972,4.492250697102719
1973,4.3886494568173475
1974,4.189201710839416
1975,3.885788261210548
1976,3.5467110177900762
1977,3.289285073325905
